Gene	CG_sites	mCG_sites	CG_reads	mCG_reads	CG_methylation_level	CHG_sites	mCHG_sites	CHG_reads	mCHG_reads	CHG_methylation_level	CHH_sites	mCHH_sites	CHH_reads	mCHH_reads	CHH_methylation_level	C_sites	mC_sites	C_reads	mC_reads	C_methylation_level
GSVIVG01000402001	38	1	210	7	0.0333333333333	35	0	201	0	0.0	199	0	1137	2	0.00175901495163	272	1	1548	9	0.00581395348837
GSVIVG01000403001	22	3	152	12	0.0789473684211	36	0	162	0	0.0	147	0	640	1	0.0015625	205	3	954	13	0.0136268343816
GSVIVG01000405001	23	8	198	30	0.151515151515	17	2	133	4	0.0300751879699	106	0	727	4	0.00550206327373	146	10	1058	38	0.0359168241966
GSVIVG01000409001	12	7	112	22	0.196428571429	21	10	160	31	0.19375	81	2	852	11	0.0129107981221	114	19	1124	64	0.0569395017794
GSVIVG01000410001	18	1	137	6	0.043795620438	26	0	93	0	0.0	164	0	606	3	0.0049504950495	208	1	836	9	0.0107655502392
GSVIVG01000411001	39	21	118	99	0.838983050847	26	16	83	59	0.710843373494	129	1	396	18	0.0454545454545	194	38	597	176	0.294807370184
GSVIVG01000413001	0	0	0	0	nan	2	0	5	3	0.6	6	0	16	1	0.0625	8	0	21	4	0.190476190476
GSVIVG01000414001	19	0	92	0	0.0	18	0	58	0	0.0	123	0	378	3	0.00793650793651	160	0	528	3	0.00568181818182
GSVIVG01000415001	20	11	106	52	0.490566037736	84	0	447	3	0.00671140939597	308	0	1603	8	0.00499064254523	412	11	2156	63	0.0292207792208
GSVIVG01000416001	26	0	134	0	0.0	103	1	546	5	0.00915750915751	320	0	1679	5	0.00297796307326	449	1	2359	10	0.00423908435778
GSVIVG01000419001	89	0	316	0	0.0	64	0	234	0	0.0	198	0	573	0	0.0	351	0	1123	0	0.0
GSVIVG01000420001	102	26	434	128	0.294930875576	162	0	751	2	0.00266311584554	670	1	2912	8	0.00274725274725	934	27	4097	138	0.0336831828167
GSVIVG01000421001	60	0	310	1	0.00322580645161	81	0	435	0	0.0	309	0	1466	4	0.00272851296044	450	0	2211	5	0.00226142017187
GSVIVG01000422001	91	6	564	21	0.0372340425532	138	0	824	2	0.00242718446602	455	0	2926	9	0.00307587149692	684	6	4314	32	0.0074177097821
GSVIVG01000423001	26	0	144	1	0.00694444444444	55	0	301	1	0.00332225913621	229	0	1186	6	0.00505902192243	310	0	1631	8	0.00490496627836
GSVIVG01000424001	17	7	65	34	0.523076923077	27	2	104	9	0.0865384615385	118	0	412	4	0.00970873786408	162	9	581	47	0.0808950086059
